Data;Hora Chegada;Chamada; Hora Chamada;Guiche;Tempo Espera
2016/02/19;20:46:22;A419;20:59:04;6;12
2016/02/19;20:46:29;A420;20:59:24;3;12
2016/02/19;20:46:36;A421;20:59:53;8;13
2016/02/19;20:46:42;A422;21:00:16;2;13
2016/02/19;20:46:53;A423;21:01:05;16;14
2016/02/19;20:47:10;A424;21:01:12;9;14
2016/02/19;20:47:16;A425;21:01:49;3;14
2016/02/19;20:47:20;A426;21:02:08;16;14
2016/02/19;20:47:28;A427;21:02:29;4;15
2016/02/19;20:47:36;A428;21:02:52;10;15
2016/02/19;20:47:40;A429;21:03:05;10;15
2016/02/19;20:47:52;A430;21:03:21;2;15
2016/02/19;20:47:54;A431;21:04:19;8;16
2016/02/19;20:48:14;A432;21:05:09;9;16
2016/02/19;20:48:43;A433;21:05:30;4;16
2016/02/19;20:48:48;A434;21:06:24;2;17
2016/02/19;20:48:57;A435;21:07:28;10;18
2016/02/19;20:49:08;A436;21:07:49;4;18
2016/02/19;20:49:11;A437;21:08:16;8;19
2016/02/19;20:49:18;A438;21:09:15;2;19
2016/02/19;20:49:31;A439;21:10:23;6;20
2016/02/19;20:51:01;A440;21:11:35;4;20
2016/02/19;20:51:06;A441;21:12:02;2;20
2016/02/19;20:51:08;A442;21:12:10;2;21
2016/02/19;20:51:11;A443;21:12:18;2;21
2016/02/19;20:51:20;A444;21:13:31;6;22
2016/02/19;20:51:26;A445;21:13:48;3;22
2016/02/19;20:51:31;A446;21:14:05;3;22
2016/02/19;20:51:36;A447;21:14:20;3;22
2016/02/19;20:51:43;A448;21:14:39;3;22
2016/02/19;20:51:47;A449;21:15:10;2;23
2016/02/19;20:51:53;A450;21:15:38;10;23
2016/02/19;20:52:14;A451;21:15:57;10;23
2016/02/19;20:52:31;A452;21:16:07;2;23
2016/02/19;20:53:39;A453;21:16:16;3;22
2016/02/19;20:54:36;A454;21:16:18;10;21
2016/02/19;20:54:38;A455;21:16:30;4;21
2016/02/19;20:54:42;A456;21:17:32;8;22
2016/02/19;20:54:45;A457;21:17:36;7;22
2016/02/19;20:54:52;A458;21:18:08;7;23
2016/02/19;20:55:01;A459;21:19:03;2;24
2016/02/19;20:55:15;A460;21:19:13;2;23
2016/02/19;20:55:37;A461;21:19:21;2;23
2016/02/19;20:57:14;A462;21:19:29;2;22
2016/02/19;20:57:17;A463;21:19:37;2;22
2016/02/19;20:58:44;A464;21:19:44;2;21
2016/02/19;20:59:10;A465;21:19:50;2;20
2016/02/19;21:00:00;A466;21:23:07;2;23
2016/02/19;21:03:31;A467;21:23:14;2;19
2016/02/19;21:03:40;A468;21:24:35;9;20
2016/02/19;21:05:12;A469;21:24:39;3;19
2016/02/19;21:05:26;E012;21:08:41;16;3
2016/02/19;21:05:33;A470;21:24:53;3;19
2016/02/19;21:06:08;A471;21:25:02;3;18
2016/02/19;21:06:39;A472;21:25:10;3;18
2016/02/19;21:08:15;A473;21:25:16;4;17
2016/02/19;21:08:54;A474;21:25:20;3;16
2016/02/19;21:09:02;AP004;21:09:11;9;0
2016/02/19;21:09:24;A475;21:26:48;2;17
2016/02/19;21:09:30;A476;21:27:53;9;18
2016/02/19;21:10:45;A477;21:28:37;4;17
2016/02/19;21:12:54;A478;21:28:39;9;15
2016/02/19;21:13:54;A479;21:28:44;2;14
2016/02/19;21:14:01;E013;21:30:41;3;16
2016/02/19;21:14:09;A480;21:28:56;2;14
2016/02/19;21:14:20;A481;21:30:27;6;16
2016/02/19;21:18:25;E014;21:46:22;3;27
2016/02/19;21:19:18;A482;21:30:48;3;11
2016/02/19;21:20:07;A483;21:30:57;4;10
2016/02/19;21:25:47;A484;21:31:43;4;5
2016/02/19;21:26:34;A485;21:32:07;8;5
2016/02/19;21:26:37;A486;21:34:39;4;8
2016/02/19;21:26:51;A487;21:35:21;2;8
2016/02/19;21:28:24;A488;21:37:20;8;8
2016/02/19;21:29:00;A489;21:37:32;8;8
2016/02/19;21:30:27;A490;21:37:56;4;7
2016/02/19;21:31:28;A491;21:38:10;10;6
2016/02/19;21:32:30;A492;21:38:34;3;6
2016/02/19;21:32:32;A493;21:38:49;10;6
2016/02/19;21:33:24;A494;21:39:34;9;6
2016/02/19;21:33:30;A495;21:40:22;9;6
2016/02/19;21:35:15;A496;21:40:29;9;5
2016/02/19;21:36:40;E015;21:46:39;3;9
2016/02/19;21:36:44;A497;21:40:30;8;3
2016/02/19;21:37:00;A498;21:41:29;2;4
2016/02/19;21:38:50;A499;21:43:01;3;4
2016/02/19;21:38:54;A500;21:44:24;4;5
2016/02/19;21:39:46;A501;21:44:39;2;4
2016/02/19;21:40:56;A502;21:44:43;8;3
2016/02/19;21:44:55;A503;21:45:46;6;0
2016/02/19;21:45:51;A504;21:46:46;3;0
2016/02/19;21:51:44;A505;21:52:52;8;1
2016/02/19;21:52:05;A506;21:53:22;6;1
2016/02/19;21:53:19;A507;21:53:54;10;0
2016/02/19;21:53:36;A508;21:54:42;4;1
2016/02/19;21:54:06;A509;21:55:02;9;0
2016/02/19;21:55:22;E016;21:55:34;2;0
2016/02/19;21:58:08;A510;21:58:50;4;0
2016/02/19;21:58:26;A511;21:59:38;8;1
2016/02/19;22:00:40;A512;22:01:22;7;0
2016/02/19;22:01:34;A513;22:03:40;10;2
2016/02/19;22:03:10;A514;22:03:52;4;0
2016/02/19;22:04:07;A515;22:04:26;3;0
2016/02/19;22:05:06;A516;22:07:06;4;2
2016/02/19;22:06:35;A517;22:07:31;8;0
2016/02/19;22:06:53;A518;22:07:33;9;0
2016/02/19;22:06:56;A519;22:08:12;10;1
2016/02/19;22:07:49;A520;22:08:21;3;0
2016/02/19;22:08:16;A521;22:11:21;4;3
2016/02/19;22:10:03;A522;22:12:05;8;2
2016/02/19;22:11:21;A523;22:12:44;9;1
2016/02/19;22:15:22;A524;22:15:40;3;0
2016/02/19;22:15:30;A525;22:16:07;10;0
2016/02/19;22:22:53;A526;22:23:14;4;0
2016/02/19;22:25:26;A527;22:27:29;4;2
2016/02/20;07:44:43;A001;07:59:08;5;14
2016/02/20;07:59:35;A002;07:59:53;2;0
2016/02/20;07:59:40;A003;08:01:08;2;1
2016/02/20;07:59:45;A004;08:01:17;2;1
2016/02/20;07:59:49;A005;08:01:22;2;1
2016/02/20;08:01:43;A006;08:04:50;2;3
2016/02/20;08:03:19;A007;08:05:54;5;2
2016/02/20;08:06:38;A008;08:08:15;2;1
2016/02/20;08:08:08;A009;08:10:59;5;2
2016/02/20;08:08:45;A010;08:11:08;2;2
2016/02/20;08:12:52;A011;08:13:16;6;0
2016/02/20;08:13:02;A012;08:13:59;5;0
2016/02/20;08:13:08;A013;08:15:47;2;2
2016/02/20;08:14:49;A014;08:17:02;6;2
2016/02/20;08:15:48;A015;08:20:12;2;4
2016/02/20;08:19:29;A016;08:21:19;6;1
2016/02/20;08:20:17;E001;08:22:07;5;1
2016/02/20;08:24:51;A017;08:26:13;2;1
2016/02/20;08:27:31;A018;08:27:32;6;0
2016/02/20;08:30:21;A019;08:31:02;2;0
2016/02/20;08:30:50;A020;08:31:10;6;0
2016/02/20;08:30:54;A021;08:33:37;6;2
2016/02/20;08:33:22;A022;08:34:20;2;0
2016/02/20;08:41:32;A023;08:42:07;2;0
2016/02/20;08:47:25;A024;08:47:26;2;0
2016/02/20;08:50:18;A025;08:50:18;6;0
2016/02/20;08:50:23;A026;08:51:51;5;1
2016/02/20;08:51:55;EP001;08:58:15;2;6
2016/02/20;08:52:07;A027;08:53:02;2;0
2016/02/20;08:52:53;A028;08:56:15;2;3
2016/02/20;09:02:10;A029;09:07:20;5;5
2016/02/20;09:15:23;A030;09:15:25;6;0
2016/02/20;09:17:09;A031;09:17:19;5;0
2016/02/20;09:17:28;A032;09:17:29;2;0
2016/02/20;09:26:46;A033;09:26:46;6;0
2016/02/20;09:28:21;A034;09:28:24;6;0
2016/02/20;09:34:53;A035;09:38:20;6;3
2016/02/20;09:35:58;A036;09:38:30;5;2
2016/02/20;09:36:13;A037;09:39:38;2;3
2016/02/20;09:39:23;A038;09:42:37;2;3
2016/02/20;09:40:44;A039;09:42:51;6;2
2016/02/20;09:40:47;A040;09:44:46;2;3
2016/02/20;09:42:44;A041;09:48:12;6;5
2016/02/20;09:43:11;A042;09:48:33;2;5
2016/02/20;09:43:26;A043;09:48:37;5;5
2016/02/20;09:43:44;A044;09:49:57;2;6
2016/02/20;09:50:01;A045;09:51:36;6;1
2016/02/20;09:50:12;E002;09:57:49;7;7
2016/02/20;09:50:39;A046;09:56:42;2;6
2016/02/20;09:51:06;A047;09:58:42;6;7
2016/02/20;09:51:12;A048;10:00:02;5;8
2016/02/20;09:51:47;A049;10:01:24;2;9
2016/02/20;09:52:12;A050;10:02:49;5;10
2016/02/20;09:52:19;A051;10:03:23;6;11
2016/02/20;09:53:11;A052;10:06:59;6;13
2016/02/20;09:53:53;A053;10:07:42;6;13
2016/02/20;09:54:01;A054;10:09:34;7;15
2016/02/20;09:54:12;A055;10:09:41;2;15
2016/02/20;09:55:34;A056;10:10:10;5;14
2016/02/20;09:55:46;A057;10:11:14;6;15
2016/02/20;09:56:09;A058;10:12:46;2;16
2016/02/20;09:57:16;A059;10:14:28;6;17
2016/02/20;09:57:35;A060;10:15:05;5;17
2016/02/20;09:58:11;A061;10:15:24;2;17
2016/02/20;09:58:35;A062;10:17:53;5;19
2016/02/20;09:58:51;A063;10:17:58;6;19
2016/02/20;10:00:05;A064;10:18:48;4;18
2016/02/20;10:00:11;A065;10:19:15;4;19
2016/02/20;10:00:16;A066;10:21:00;4;20
2016/02/20;10:00:25;A067;10:21:44;6;21
2016/02/20;10:02:33;A068;10:22:50;2;20
2016/02/20;10:02:37;A069;10:23:20;6;20
2016/02/20;10:02:46;A070;10:26:05;4;23
2016/02/20;10:03:54;A071;10:26:13;5;22
2016/02/20;10:04:11;A072;10:26:22;5;22
2016/02/20;10:04:34;A073;10:27:01;6;22
2016/02/20;10:05:04;A074;10:29:39;2;24
2016/02/20;10:05:16;A075;10:31:19;6;26
2016/02/20;10:06:48;A076;10:31:33;4;24
2016/02/20;10:06:58;A077;10:33:24;2;26
2016/02/20;10:09:18;A078;10:35:07;5;25
2016/02/20;10:09:50;A079;10:35:18;5;25
2016/02/20;10:10:38;A080;10:35:23;2;24
2016/02/20;10:12:48;A081;10:35:34;6;22
2016/02/20;10:21:56;A082;10:35:44;6;13
2016/02/20;10:22:07;A083;10:35:52;4;13
2016/02/20;10:25:33;A084;10:38:26;2;12
2016/02/20;10:32:02;A085;10:38:32;2;6
2016/02/20;10:32:11;E003;10:40:14;5;8
2016/02/20;10:35:23;A086;10:38:36;2;3
2016/02/20;10:35:36;E004;10:42:28;6;6
2016/02/20;10:35:44;A087;10:39:51;6;4
2016/02/20;10:35:55;A088;10:40:47;2;4
2016/02/20;10:36:17;A089;10:44:01;5;7
2016/02/20;10:38:28;A090;10:44:05;5;5
2016/02/20;10:44:17;A091;10:44:24;4;0
2016/02/20;10:46:43;A092;10:50:11;2;3
2016/02/20;10:52:50;A093;10:53:57;5;1
2016/02/20;10:54:22;A094;10:54:24;5;0
2016/02/20;10:55:28;A095;10:55:41;4;0
2016/02/20;10:58:40;A096;10:58:51;2;0
2016/02/20;11:01:07;A097;11:01:08;6;0
2016/02/20;11:02:08;A098;11:02:16;4;0
2016/02/20;11:02:47;A099;11:03:57;6;1
2016/02/20;11:06:57;A100;11:07:56;2;0
2016/02/20;11:07:41;A101;11:08:43;6;1
2016/02/20;11:11:01;A102;11:11:53;2;0
2016/02/20;11:16:02;A103;11:16:07;6;0
2016/02/20;11:17:05;A104;11:17:30;2;0
2016/02/20;11:17:59;A105;11:18:19;4;0
2016/02/20;11:19:54;A106;11:20:18;5;0
2016/02/20;11:20:31;A107;11:20:52;2;0
2016/02/20;11:20:35;A108;11:23:16;5;2
2016/02/20;11:20:52;A109;11:23:41;4;2
2016/02/20;11:25:22;A110;11:29:42;4;4
2016/02/20;11:32:23;AP001;11:32:28;2;0
2016/02/20;11:33:28;A111;11:33:39;2;0
2016/02/20;11:42:04;A112;11:42:09;4;0
2016/02/20;11:43:38;A113;11:43:40;5;0
2016/02/20;11:47:21;A114;11:47:26;2;0
2016/02/22;07:42:39;A001;07:44:12;2;1
2016/02/22;07:59:58;A002;08:00:07;6;0
2016/02/22;08:00:02;A003;08:00:32;2;0
2016/02/22;08:00:23;A004;08:03:48;2;3
2016/02/22;08:02:31;A005;08:05:56;4;3
2016/02/22;08:03:18;A006;08:09:02;4;5
2016/02/22;08:04:40;A007;08:09:33;2;4
2016/02/22;08:07:54;A008;08:09:42;2;1
2016/02/22;08:09:10;A009;08:13:58;2;4
2016/02/22;08:16:19;A010;08:16:22;4;0
2016/02/22;08:29:49;A011;08:29:51;4;0
2016/02/22;08:29:52;A012;08:37:09;4;7
2016/02/22;08:30:39;E001;08:30:52;16;0
2016/02/22;08:31:34;A013;08:37:21;4;5
2016/02/22;08:32:56;A014;08:38:20;2;5
2016/02/22;08:35:56;A015;08:43:02;2;7
2016/02/22;08:39:02;A016;08:46:37;2;7
2016/02/22;08:43:36;A017;08:49:10;6;5
2016/02/22;08:44:23;A018;08:50:47;2;6
2016/02/22;08:46:15;A019;08:56:40;6;10
2016/02/22;08:52:55;A020;09:02:45;2;9
2016/02/22;08:53:35;A021;09:06:23;2;12
2016/02/22;08:54:16;A022;09:08:34;2;14
2016/02/22;08:55:50;A023;09:08:53;2;13
2016/02/22;08:57:09;AP001;08:59:55;6;2
2016/02/22;09:06:09;A024;09:12:14;2;6
2016/02/22;09:09:14;A025;09:15:24;2;6
2016/02/22;09:10:26;A026;09:17:08;6;6
2016/02/22;09:13:52;A027;09:17:17;2;3
2016/02/22;09:15:36;A028;09:17:22;2;1
2016/02/22;09:16:08;A029;09:23:58;6;7
2016/02/22;09:17:30;A030;09:28:50;2;11
2016/02/22;09:24:09;A031;09:29:01;6;4
2016/02/22;09:25:16;A032;09:33:12;6;7
2016/02/22;09:29:12;A033;09:33:46;2;4
2016/02/22;09:29:57;E002;09:35:56;16;5
2016/02/22;09:34:49;E003;09:43:52;2;9
2016/02/22;09:35:27;A034;09:37:43;2;2
2016/02/22;09:36:19;A035;09:41:00;4;4
2016/02/22;09:39:53;A036;09:42:08;2;2
2016/02/22;09:42:57;A037;09:45:09;4;2
2016/02/22;09:45:51;A038;09:47:24;6;1
2016/02/22;09:46:14;A039;09:50:51;6;4
2016/02/22;09:47:11;A040;09:51:41;6;4
2016/02/22;09:47:14;A041;09:54:49;6;7
2016/02/22;09:48:38;A042;09:57:29;6;8
2016/02/22;09:48:41;A043;09:57:47;2;9
2016/02/22;09:51:55;A044;09:59:10;6;7
2016/02/22;09:52:05;A045;10:04:01;4;11
2016/02/22;09:52:09;A046;10:05:06;6;12
2016/02/22;09:54:22;A047;10:05:14;6;10
2016/02/22;09:55:00;A048;10:08:34;4;13
2016/02/22;09:55:33;A049;10:08:44;2;13
2016/02/22;09:56:00;A050;10:11:15;6;15
2016/02/22;09:56:12;A051;10:12:34;2;16
2016/02/22;09:56:21;A052;10:12:42;2;16
2016/02/22;09:56:28;A053;10:12:48;2;16
2016/02/22;09:56:43;A054;10:12:52;2;16
2016/02/22;09:57:11;A055;10:14:08;16;16
2016/02/22;09:57:20;A056;10:15:16;6;17
2016/02/22;09:57:46;A057;10:16:06;2;18
2016/02/22;09:57:56;A058;10:16:11;2;18
2016/02/22;09:58:00;A059;10:16:37;4;18
2016/02/22;09:59:01;A060;10:16:53;4;17
2016/02/22;09:59:13;A061;10:17:03;4;17
2016/02/22;09:59:50;E004;09:59:57;16;0
2016/02/22;10:00:20;A062;10:17:13;4;16
2016/02/22;10:00:48;A063;10:18:35;6;17
2016/02/22;10:01:22;A064;10:18:54;6;17
2016/02/22;10:01:26;A065;10:19:12;6;17
2016/02/22;10:01:30;A066;10:19:14;2;17
2016/02/22;10:04:27;A067;10:19:16;6;14
2016/02/22;10:06:54;A068;10:19:27;2;12
2016/02/22;10:06:57;A069;10:19:32;2;12
2016/02/22;10:07:03;A070;10:19:37;2;12
2016/02/22;10:07:07;A071;10:20:31;16;13
2016/02/22;10:07:41;A072;10:20:45;6;13
2016/02/22;10:08:41;A073;10:20:53;16;12
2016/02/22;10:09:38;A074;10:21:53;4;12
2016/02/22;10:09:42;A075;10:22:36;6;12
2016/02/22;10:17:22;A076;10:26:02;6;8
2016/02/22;10:17:33;A077;10:26:15;2;8
2016/02/22;10:18:43;A078;10:26:20;2;7
2016/02/22;10:19:13;A079;10:26:40;16;7
2016/02/22;10:20:30;A080;10:29:43;6;9
2016/02/22;10:20:53;A081;10:36:04;4;15
2016/02/22;10:21:17;A082;10:36:34;6;15
2016/02/22;10:24:52;A083;10:39:47;4;14
2016/02/22;10:28:07;A084;10:41:11;4;13
2016/02/22;10:28:14;A085;10:41:55;6;13
2016/02/22;10:28:26;A086;10:44:35;6;16
2016/02/22;10:28:35;A087;10:47:01;6;18
2016/02/22;10:29:27;A088;10:49:27;2;20
2016/02/22;10:29:32;A089;10:52:21;2;22
2016/02/22;10:33:12;E005;10:41:20;16;8
2016/02/22;10:35:56;A090;10:52:40;6;16
2016/02/22;10:36:05;A091;10:53:25;4;17
2016/02/22;10:36:22;A092;10:54:40;2;18
2016/02/22;10:36:26;A093;10:56:14;16;19
2016/02/22;10:37:25;A094;10:56:25;6;19
2016/02/22;10:37:44;A095;10:58:07;2;20
2016/02/22;10:40:21;A096;10:58:51;4;18
2016/02/22;10:40:35;E006;10:41:37;16;1
2016/02/22;10:40:45;A097;10:59:44;6;18
2016/02/22;10:43:11;E007;10:46:39;16;3
2016/02/22;10:45:04;A098;11:01:32;2;16
2016/02/22;10:45:33;A099;11:02:09;4;16
2016/02/22;10:47:16;A100;11:03:39;6;16
2016/02/22;10:49:13;A101;11:05:14;4;16
2016/02/22;10:51:32;A102;11:05:51;16;14
2016/02/22;10:52:58;A103;11:06:30;2;13
2016/02/22;10:59:11;E008;11:02:26;16;3
2016/02/22;10:59:20;A104;11:06:35;2;7
2016/02/22;10:59:22;A105;11:20:51;6;21
2016/02/22;11:04:59;A106;11:21:00;4;16
2016/02/22;11:08:58;A107;11:26:42;6;17
2016/02/22;11:09:14;A108;11:28:04;2;18
2016/02/22;11:09:35;AP002;11:18:46;2;9
2016/02/22;11:10:24;A109;11:28:08;6;17
2016/02/22;11:10:30;A110;11:28:48;2;18
2016/02/22;11:10:57;A111;11:29:04;6;18
2016/02/22;11:11:18;A112;11:32:03;4;20
2016/02/22;11:13:59;A113;11:32:14;4;18
2016/02/22;11:15:17;A114;11:32:23;4;17
2016/02/22;11:15:37;A115;11:34:47;4;19
2016/02/22;11:15:43;A116;11:36:55;4;21
2016/02/22;11:15:51;AP003;11:18:53;2;3
2016/02/22;11:18:09;A117;11:37:09;4;19
2016/02/22;11:18:41;A118;11:37:45;2;19
2016/02/22;11:20:34;A119;11:37:54;2;17
2016/02/22;11:22:07;A120;11:38:14;4;16
2016/02/22;11:22:30;A121;11:42:56;16;20
2016/02/22;11:24:54;A122;11:45:33;6;20
2016/02/22;11:25:16;A123;11:45:53;16;20
2016/02/22;11:26:31;A124;11:47:07;4;20
2016/02/22;11:26:39;A125;11:47:12;2;20
2016/02/22;11:26:44;A126;11:48:09;4;21
2016/02/22;11:27:26;A127;11:48:19;4;20
2016/02/22;11:27:38;A128;11:48:28;4;20
2016/02/22;11:28:16;A129;11:50:58;16;22
2016/02/22;11:28:20;A130;11:51:39;2;23
2016/02/22;11:28:31;A131;11:53:56;2;25
2016/02/22;11:28:58;A132;11:55:25;16;26
2016/02/22;11:31:22;A133;11:55:54;16;24
2016/02/22;11:32:42;A134;11:55:54;4;23
2016/02/22;11:32:46;A135;11:56:10;16;23
2016/02/22;11:32:53;A136;11:56:38;2;23
2016/02/22;11:33:47;A137;11:59:00;2;25
2016/02/22;11:33:53;A138;11:59:06;2;25
2016/02/22;11:33:56;A139;11:59:11;2;25
2016/02/22;11:34:31;A140;11:59:16;2;24
2016/02/22;11:36:25;A141;12:00:07;4;23
2016/02/22;11:37:25;A142;12:00:17;4;22
2016/02/22;11:48:58;A143;12:00:43;2;11
2016/02/22;11:49:22;A144;12:02:50;16;13
2016/02/22;11:57:23;A145;12:02:55;6;5
2016/02/22;12:59:42;A146;12:59:59;4;0
2016/02/22;12:59:47;A147;13:00:01;5;0
2016/02/22;12:59:56;A148;13:03:02;5;3
2016/02/22;13:00:09;A149;13:03:06;4;2
2016/02/22;13:00:17;A150;13:03:44;3;3
2016/02/22;13:00:23;A151;13:05:27;3;5
2016/02/22;13:00:56;A152;13:06:36;1;5
2016/02/22;13:01:27;A153;13:07:48;4;6
2016/02/22;13:04:14;A154;13:09:10;2;4
2016/02/22;13:06:17;A155;13:09:30;3;3
2016/02/22;13:06:20;A156;13:09:58;3;3
2016/02/22;13:08:08;A157;13:11:05;4;2
2016/02/22;13:08:54;A158;13:12:40;2;3
2016/02/22;13:14:16;A159;13:16:53;6;2
2016/02/22;13:14:26;A160;13:16:57;2;2
2016/02/22;13:16:32;A161;13:17:12;4;0
2016/02/22;13:20:29;A162;13:21:01;3;0
2016/02/22;13:22:50;A163;13:22:52;1;0
2016/02/22;13:23:30;A164;13:25:08;2;1
2016/02/22;13:26:55;A165;13:28:44;4;1
2016/02/22;13:27:28;A166;13:30:25;3;2
2016/02/22;13:28:08;A167;13:30:44;3;2
2016/02/22;13:29:36;A168;13:32:20;1;2
2016/02/22;13:31:23;A169;13:32:38;3;1
2016/02/22;13:34:53;A170;13:35:09;2;0
2016/02/22;13:36:18;A171;13:37:09;4;0
2016/02/22;13:36:24;A172;13:39:21;2;2
2016/02/22;13:38:23;A173;13:40:05;1;1
2016/02/22;13:44:20;A174;13:45:13;1;0
2016/02/22;13:46:26;A175;13:46:27;2;0
2016/02/22;13:48:22;A176;13:48:59;1;0
2016/02/22;13:48:24;A177;13:49:28;3;1
2016/02/22;13:50:24;A178;13:50:38;2;0
2016/02/22;13:51:07;A179;13:52:17;5;1
2016/02/22;13:52:54;E009;13:58:30;16;5
2016/02/22;13:53:11;A180;13:53:22;3;0
2016/02/22;13:54:54;A181;13:55:04;1;0
2016/02/22;13:55:10;A182;13:55:14;5;0
2016/02/22;13:57:51;A183;13:58:09;4;0
2016/02/22;13:58:06;A184;13:59:10;5;1
2016/02/22;14:07:07;A185;14:07:07;2;0
2016/02/22;14:07:21;A186;14:07:29;1;0
2016/02/22;14:07:49;A187;14:08:26;3;0
2016/02/22;14:08:15;A188;14:09:14;4;0
2016/02/22;14:15:02;A189;14:15:05;6;0
2016/02/22;14:16:11;A190;14:16:18;2;0
2016/02/22;14:17:44;A191;14:18:07;5;0
2016/02/22;14:19:08;A192;14:19:10;1;0
2016/02/22;14:21:20;A193;14:21:38;4;0
2016/02/22;14:24:14;A194;14:24:36;2;0
2016/02/22;14:25:59;A195;14:26:54;5;0
2016/02/22;14:32:23;A196;14:33:06;5;0
2016/02/22;14:34:17;A197;14:34:25;2;0
2016/02/22;14:35:13;A198;14:35:14;6;0
2016/02/22;14:35:23;A199;14:35:46;4;0
2016/02/22;14:38:36;A200;14:38:37;6;0
2016/02/22;14:39:04;A201;14:39:09;2;0
2016/02/22;14:41:49;A202;14:42:05;5;0
2016/02/22;14:42:05;A203;14:42:11;6;0
2016/02/22;14:42:17;A204;14:42:35;2;0
2016/02/22;14:48:09;A205;14:48:14;4;0
2016/02/22;14:51:36;A206;14:51:44;4;0
2016/02/22;14:53:08;A207;14:53:16;5;0
2016/02/22;14:55:29;A208;14:55:48;4;0
2016/02/22;14:58:29;A209;14:58:59;2;0
2016/02/22;14:58:58;A210;14:59:32;5;0
2016/02/22;15:01:41;A211;15:03:41;6;2
2016/02/22;15:01:45;E010;15:03:48;16;2
2016/02/22;15:01:55;A212;15:04:10;6;2
2016/02/22;15:01:59;A213;15:06:43;3;4
2016/02/22;15:02:31;A214;15:08:13;6;5
2016/02/22;15:05:49;A215;15:08:46;2;2
2016/02/22;15:05:51;A216;15:10:48;6;4
2016/02/22;15:05:54;A217;15:10:53;3;4
2016/02/22;15:06:10;A218;15:15:06;6;8
2016/02/22;15:06:14;A219;15:15:29;2;9
2016/02/22;15:07:15;A220;15:15:38;2;8
2016/02/22;15:07:31;A221;15:18:46;2;11
2016/02/22;15:08:43;A222;15:19:23;5;10
2016/02/22;15:10:07;A223;15:22:13;3;12
2016/02/22;15:12:05;A224;15:22:41;6;10
2016/02/22;15:16:19;A225;15:23:24;5;7
2016/02/22;15:18:24;A226;15:23:24;5;5
2016/02/22;15:19:39;A227;15:23:25;5;3
2016/02/22;15:20:10;A228;15:23:25;5;3
2016/02/22;15:25:21;A229;15:25:22;1;0
2016/02/22;15:27:09;A230;15:29:24;5;2
2016/02/22;15:31:15;A231;15:31:23;2;0
2016/02/22;15:32:03;A232;15:32:30;5;0
2016/02/22;15:32:52;A233;15:32:57;6;0
2016/02/22;15:34:57;A234;15:36:18;1;1
2016/02/22;15:36:17;A235;15:37:28;5;1
2016/02/22;15:40:05;A236;15:40:08;1;0
2016/02/22;15:42:00;A237;15:42:26;6;0
2016/02/22;15:44:57;A238;15:44:57;5;0
2016/02/22;15:45:06;A239;15:47:23;4;2
2016/02/22;15:48:57;A240;15:49:10;5;0
2016/02/22;15:48:59;A241;15:49:48;2;0
2016/02/22;15:49:20;A242;15:50:00;1;0
2016/02/22;15:52:39;A243;15:52:44;5;0
2016/02/22;15:52:47;A244;15:52:56;6;0
2016/02/22;15:57:33;A245;15:57:36;1;0
2016/02/22;15:58:35;A246;15:58:41;6;0
2016/02/22;15:58:38;A247;15:58:53;6;0
2016/02/22;15:58:50;A248;15:59:03;6;0
2016/02/22;15:59:08;A249;15:59:19;6;0
2016/02/22;15:59:20;AP004;16:00:56;4;1
2016/02/22;16:00:03;A250;16:01:00;4;0
2016/02/22;16:06:55;A251;16:06:57;1;0
2016/02/22;16:10:31;A252;16:10:38;5;0
2016/02/22;16:13:08;A253;16:13:13;1;0
2016/02/22;16:16:32;A254;16:16:41;6;0
2016/02/22;16:17:05;A255;16:17:07;5;0
2016/02/22;16:17:08;A256;16:17:15;4;0
2016/02/22;16:17:12;A257;16:17:46;6;0
2016/02/22;16:17:16;A258;16:20:17;4;3
2016/02/22;16:25:11;A259;16:25:19;6;0
2016/02/22;16:25:14;A260;16:25:20;5;0
2016/02/22;16:30:30;A261;16:30:41;4;0
2016/02/22;16:34:13;A262;16:34:17;6;0
2016/02/22;16:35:03;A263;16:36:18;4;1
2016/02/22;16:36:23;A264;16:37:08;6;0
2016/02/22;16:38:30;A265;16:38:31;6;0
2016/02/22;16:40:31;A266;16:41:08;6;0
2016/02/22;16:41:10;A267;16:41:30;4;0
2016/02/22;16:42:21;A268;16:42:43;5;0
2016/02/22;16:42:26;A269;16:43:12;7;0
2016/02/22;16:46:01;A270;16:46:24;4;0
2016/02/22;16:47:17;A271;16:47:31;6;0
2016/02/22;16:47:58;A272;16:48:19;9;0
2016/02/22;16:48:45;A273;16:48:47;7;0
2016/02/22;16:49:37;A274;16:50:08;4;0
2016/02/22;16:52:17;A275;16:52:25;10;0
2016/02/22;16:56:22;A276;16:56:29;10;0
2016/02/22;16:57:01;A277;16:57:38;4;0
2016/02/22;16:57:18;A278;16:59:05;9;1
2016/02/22;17:06:59;A279;17:07:09;7;0
2016/02/22;17:08:24;A280;17:08:37;9;0
2016/02/22;17:11:55;A281;17:12:23;9;0
2016/02/22;17:12:26;A282;17:12:43;8;0
2016/02/22;17:16:24;A283;17:16:36;7;0
2016/02/22;17:17:23;A284;17:17:30;3;0
2016/02/22;17:18:03;A285;17:18:19;8;0
2016/02/22;17:18:49;A286;17:19:51;9;1
2016/02/22;17:21:14;A287;17:21:29;7;0
